"TIME","GEO","UNIT","SECTOR","INDIC_NA","Value","Flag and Footnotes"
"2006","France","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-2.3",""
"2006","France","Percentage of GDP","General government","Government consolidated gross debt","63.7",""
"2006","France","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","5.4",""
"2006","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","47.8",""
"2006","France","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.0",""
"2006","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","8.5",""
"2006","Italy","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-3.4",""
"2006","Italy","Percentage of GDP","General government","Government consolidated gross debt","106.1",""
"2006","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","8.2",""
"2006","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","77.9",""
"2006","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.6",""
"2006","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","8.9",""
"2006","Portugal","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-4.1",""
"2006","Portugal","Percentage of GDP","General government","Government consolidated gross debt","63.9",""
"2006","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","5.6",""
"2006","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","44.5",""
"2006","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.4",""
"2006","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","4.3",""
"2006","United Kingdom","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-2.7",""
"2006","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt","43.4",""
"2006","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","1.4",""
"2006","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","31.4",""
"2006","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","2.6",""
"2006","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","0.9",""
"2007","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","0.2",""
"2007","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt","65.2",""
"2007","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","1.6",""
"2007","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","45.5",""
"2007","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","2.3",""
"2007","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","15.5",""
"2007","Ireland","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","0.1",""
"2007","Ireland","Percentage of GDP","General government","Government consolidated gross debt","24.9",""
"2007","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","3.0",""
"2007","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","16.7",""
"2007","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.2",""
"2007","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","0.9",""
"2007","Greece","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-6.5",""
"2007","Greece","Percentage of GDP","General government","Government consolidated gross debt","107.4",""
"2007","Greece","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","0.7",""
"2007","Greece","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","86.5",""
"2007","Greece","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.2",""
"2007","Greece","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","19.6",""
"2007","Spain","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","1.9",""
"2007","Spain","Percentage of GDP","General government","Government consolidated gross debt","36.2",""
"2007","Spain","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","3.2",""
"2007","Spain","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","26.6",""
"2007","Spain","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.4",""
"2007","Spain","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","5.7",""
"2007","France","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-2.7",""
"2007","France","Percentage of GDP","General government","Government consolidated gross debt","64.2",""
"2007","France","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","5.4",""
"2007","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","47.7",""
"2007","France","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.1",""
"2007","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","8.8",""
"2007","Italy","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-1.6",""
"2007","Italy","Percentage of GDP","General government","Government consolidated gross debt","103.1",""
"2007","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","8.2",""
"2007","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","76.6",""
"2007","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.6",""
"2007","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","8.5",""
"2007","Portugal","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-3.1",""
"2007","Portugal","Percentage of GDP","General government","Government consolidated gross debt","68.3",""
"2007","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","6.0",""
"2007","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","44.3",""
"2007","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.9",""
"2007","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","7.9",""
"2007","United Kingdom","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-2.7",""
"2007","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt","44.4",""
"2007","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","1.3",""
"2007","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","32.4",""
"2007","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","2.5",""
"2007","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","1.1",""
"2008","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-0.1",""
"2008","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt","66.7",""
"2008","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","1.8",""
"2008","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","46.1",""
"2008","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","3.1",""
"2008","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","15.3",""
"2008","Ireland","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-7.3",""
"2008","Ireland","Percentage of GDP","General government","Government consolidated gross debt","44.3",""
"2008","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","14.3",""
"2008","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","23.6",""
"2008","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.3",""
"2008","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","1.3",""
"2008","Greece","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-9.8",""
"2008","Greece","Percentage of GDP","General government","Government consolidated gross debt","113.0",""
"2008","Greece","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","2.4",""
"2008","Greece","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","90.8",""
"2008","Greece","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.1",""
"2008","Greece","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","19.3",""
"2008","Spain","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-4.5",""
"2008","Spain","Percentage of GDP","General government","Government consolidated gross debt","40.1",""
"2008","Spain","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","4.9",""
"2008","Spain","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","27.8",""
"2008","Spain","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.7",""
"2008","Spain","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","6.3",""
"2008","France","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-3.3",""
"2008","France","Percentage of GDP","General government","Government consolidated gross debt","68.2",""
"2008","France","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","9.0",""
"2008","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","48.1",""
"2008","France","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.7",""
"2008","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","9.1",""
"2008","Italy","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-2.7",""
"2008","Italy","Percentage of GDP","General government","Government consolidated gross debt","105.8",""
"2008","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","9.4",""
"2008","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","78.5",""
"2008","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.5",""
"2008","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","8.1",""
"2008","Portugal","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-3.6",""
"2008","Portugal","Percentage of GDP","General government","Government consolidated gross debt","71.6",""
"2008","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","9.6",""
"2008","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","45.5",""
"2008","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.3",""
"2008","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","7.8",""
"2008","United Kingdom","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-5.0",""
"2008","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt","54.8",""
"2008","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","2.2",""
"2008","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","38.3",""
"2008","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","2.6",""
"2008","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","1.1",""
"2009","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-3.2",""
"2009","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt","74.4",""
"2009","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","4.5",""
"2009","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","50.2",""
"2009","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","2.8",""
"2009","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","16.6",""
"2009","Ireland","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-14.2",""
"2009","Ireland","Percentage of GDP","General government","Government consolidated gross debt","65.2",""
"2009","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","12.8",""
"2009","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","44.3",""
"2009","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.4",""
"2009","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","1.3",""
"2009","Greece","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-15.8",""
"2009","Greece","Percentage of GDP","General government","Government consolidated gross debt","129.3",""
"2009","Greece","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","4.7",""
"2009","Greece","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","104.8",""
"2009","Greece","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.7",""
"2009","Greece","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","18.5",""
"2009","Spain","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-11.2",""
"2009","Spain","Percentage of GDP","General government","Government consolidated gross debt","53.8",""
"2009","Spain","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","8.2",""
"2009","Spain","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","36.8",""
"2009","Spain","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.9",""
"2009","Spain","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","7.6",""
"2009","France","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-7.5",""
"2009","France","Percentage of GDP","General government","Government consolidated gross debt","79.0",""
"2009","France","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","13.7",""
"2009","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","53.2",""
"2009","France","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.0",""
"2009","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","9.9",""
"2009","Italy","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-5.4",""
"2009","Italy","Percentage of GDP","General government","Government consolidated gross debt","115.5",""
"2009","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","9.2",""
"2009","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","87.1",""
"2009","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.6",""
"2009","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","8.5",""
"2009","Portugal","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-10.1",""
"2009","Portugal","Percentage of GDP","General government","Government consolidated gross debt","83.0",""
"2009","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","12.1",""
"2009","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","53.4",""
"2009","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.0",""
"2009","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","9.2",""
"2009","United Kingdom","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-11.5",""
"2009","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt","69.6",""
"2009","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","4.1",""
"2009","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","53.1",""
"2009","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.2",""
"2009","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","0.6",""
"2010","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-4.3",""
"2010","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt","83.2",""
"2010","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","3.6",""
"2010","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","52.8",""
"2010","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","9.0",""
"2010","Germany (including  former GDR from 1991)","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","17.3",""
"2010","Ireland","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-31.3",""
"2010","Ireland","Percentage of GDP","General government","Government consolidated gross debt","94.9",""
"2010","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","7.0",""
"2010","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","57.2",""
"2010","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.5",""
"2010","Ireland","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","21.5",""
"2010","Greece","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-10.6",""
"2010","Greece","Percentage of GDP","General government","Government consolidated gross debt","144.9",""
"2010","Greece","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","4.0",""
"2010","Greece","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","107.5",""
"2010","Greece","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.2",""
"2010","Greece","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","31.8",""
"2010","Spain","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-9.3",""
"2010","Spain","Percentage of GDP","General government","Government consolidated gross debt","61.0",""
"2010","Spain","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","8.3",""
"2010","Spain","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","42.4",""
"2010","Spain","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.8",""
"2010","Spain","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","9.2",""
"2010","France","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-7.1",""
"2010","France","Percentage of GDP","General government","Government consolidated gross debt","82.3",""
"2010","France","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","12.3",""
"2010","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","57.3",""
"2010","France","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.4",""
"2010","France","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","10.0",""
"2010","Italy","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-4.6",""
"2010","Italy","Percentage of GDP","General government","Government consolidated gross debt","118.4",""
"2010","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","8.3",""
"2010","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","91.2",""
"2010","Italy","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","0.5",""
"2010","Italy","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","8.4",""
"2010","Portugal","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-9.8",""
"2010","Portugal","Percentage of GDP","General government","Government consolidated gross debt","93.3",""
"2010","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","12.1",""
"2010","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","62.1",""
"2010","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.8",""
"2010","Portugal","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","10.6",""
"2010","United Kingdom","Percentage of GDP","General government","Net lending (+)/Net borrowing (-) under the EDP (Excessive Deficit Procedure)","-10.3",""
"2010","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt","79.9",""
"2010","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short term securities other than shares, excluding financial derivatives","3.7",""
"2010","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term securities other than shares, excluding financial derivatives","62.1",""
"2010","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Short-term loans","1.1",""
"2010","United Kingdom","Percentage of GDP","General government","Government consolidated gross debt - Long-term loans","0.6",""
